en,f0,file,time
80.0,91.0,cy0239ap,2.24
80.0,87.0,cy0239ap,2.26
78.0,87.0,cy0239ap,2.28
78.0,89.0,cy0239ap,2.3
77.0,89.0,cy0239ap,2.32
74.0,86.0,cy0239ap,2.34
69.0,81.0,cy0239ap,2.36
62.0,0.0,cy0239ap,2.38
55.0,0.0,cy0239ap,2.4
61.0,0.0,cy0239ap,2.42
78.0,216.0,cy0239ap,2.44
86.0,205.0,cy0239ap,2.46
87.0,213.0,cy0239ap,2.48
87.0,220.0,cy0239ap,2.5
87.0,236.0,cy0239ap,2.52
87.0,249.0,cy0239ap,2.54
87.0,257.0,cy0239ap,2.56
86.0,266.0,cy0239ap,2.58
86.0,270.0,cy0239ap,2.6
86.0,272.0,cy0239ap,2.62
86.0,272.0,cy0239ap,2.64
85.0,274.0,cy0239ap,2.66
85.0,277.0,cy0239ap,2.68
85.0,280.0,cy0239ap,2.7
84.0,282.0,cy0239ap,2.72
83.0,282.0,cy0239ap,2.74
83.0,282.0,cy0239ap,2.76
82.0,281.0,cy0239ap,2.78
82.0,283.0,cy0239ap,2.8
81.0,286.0,cy0239ap,2.82
79.0,286.0,cy0239ap,2.84
74.0,285.0,cy0239ap,2.86
64.0,0.0,cy0239ap,2.88
59.0,0.0,cy0239ap,2.9
57.0,0.0,cy0239ap,2.92
52.0,0.0,cy0239ap,2.94
53.0,0.0,cy0239ap,2.96
0.0,0.0,cy0239ap,2.98
0.0,0.0,cy0239ap,3.0
0.0,0.0,cy0220pw,0.02
0.0,0.0,cy0220pw,0.04
60.0,0.0,cy0220pw,0.06
59.0,0.0,cy0220pw,0.08
60.0,0.0,cy0220pw,0.1
62.0,0.0,cy0220pw,0.12
61.0,0.0,cy0220pw,0.14
60.0,0.0,cy0220pw,0.16
61.0,0.0,cy0220pw,0.18
57.0,0.0,cy0220pw,0.2
57.0,0.0,cy0220pw,0.22
59.0,0.0,cy0220pw,0.24
60.0,0.0,cy0220pw,0.26
59.0,0.0,cy0220pw,0.28
60.0,0.0,cy0220pw,0.3
60.0,0.0,cy0220pw,0.32
61.0,0.0,cy0220pw,0.34
63.0,0.0,cy0220pw,0.36
59.0,0.0,cy0220pw,0.38
59.0,0.0,cy0220pw,0.4
58.0,0.0,cy0220pw,0.42
62.0,0.0,cy0220pw,0.44
71.0,0.0,cy0220pw,0.46
69.0,0.0,cy0220pw,0.48
75.0,218.0,cy0220pw,0.5
82.0,210.0,cy0220pw,0.52
83.0,208.0,cy0220pw,0.54
83.0,225.0,cy0220pw,0.56
83.0,238.0,cy0220pw,0.58
85.0,254.0,cy0220pw,0.6
86.0,245.0,cy0220pw,0.62
85.0,237.0,cy0220pw,0.64
84.0,221.0,cy0220pw,0.66
82.0,208.0,cy0220pw,0.68
79.0,191.0,cy0220pw,0.7
75.0,182.0,cy0220pw,0.72
65.0,166.0,cy0220pw,0.74
68.0,0.0,cy0220pw,0.76
69.0,0.0,cy0220pw,0.78
70.0,0.0,cy0220pw,0.8
78.0,89.0,cy0220pw,0.82
79.0,81.0,cy0220pw,0.84
77.0,89.0,cy0220pw,0.86
71.0,0.0,cy0220pw,0.88
67.0,0.0,cy0220pw,0.9
61.0,0.0,cy0220pw,0.92
64.0,0.0,cy0220pw,0.94
72.0,0.0,cy0220pw,0.96
76.0,77.0,cy0220pw,0.98
78.0,88.0,cy0220pw,1.0
78.0,87.0,cy0220pw,1.02
77.0,86.0,cy0220pw,1.04
74.0,87.0,cy0220pw,1.06
70.0,0.0,cy0220pw,1.08
63.0,0.0,cy0220pw,1.1
59.0,0.0,cy0220pw,1.12
61.0,0.0,cy0220pw,1.14
61.0,0.0,cy0220pw,1.16
59.0,0.0,cy0220pw,1.18
58.0,0.0,cy0220pw,1.2
0.0,0.0,cy0220pw,1.22
0.0,0.0,cy0220pw,1.24
0.0,0.0,cy0010pw,0.02
40.0,0.0,cy0010pw,0.04
41.0,0.0,cy0010pw,0.06
42.0,0.0,cy0010pw,0.08
42.0,0.0,cy0010pw,0.1
43.0,0.0,cy0010pw,0.12
41.0,0.0,cy0010pw,0.14
40.0,0.0,cy0010pw,0.16
41.0,0.0,cy0010pw,0.18
40.0,0.0,cy0010pw,0.2
40.0,0.0,cy0010pw,0.22
41.0,0.0,cy0010pw,0.24
42.0,0.0,cy0010pw,0.26
41.0,0.0,cy0010pw,0.28
41.0,0.0,cy0010pw,0.3
43.0,0.0,cy0010pw,0.32
43.0,0.0,cy0010pw,0.34
42.0,0.0,cy0010pw,0.36
41.0,0.0,cy0010pw,0.38
40.0,0.0,cy0010pw,0.4
40.0,0.0,cy0010pw,0.42
40.0,0.0,cy0010pw,0.44
40.0,0.0,cy0010pw,0.46
42.0,0.0,cy0010pw,0.48
42.0,0.0,cy0010pw,0.5
43.0,0.0,cy0010pw,0.52
43.0,0.0,cy0010pw,0.54
41.0,0.0,cy0010pw,0.56
40.0,0.0,cy0010pw,0.58
39.0,0.0,cy0010pw,0.6
40.0,0.0,cy0010pw,0.62
40.0,0.0,cy0010pw,0.64
39.0,0.0,cy0010pw,0.66
40.0,0.0,cy0010pw,0.68
41.0,0.0,cy0010pw,0.7
41.0,0.0,cy0010pw,0.72
40.0,0.0,cy0010pw,0.74
41.0,0.0,cy0010pw,0.76
42.0,0.0,cy0010pw,0.78
41.0,0.0,cy0010pw,0.8
40.0,0.0,cy0010pw,0.82
40.0,0.0,cy0010pw,0.84
48.0,0.0,cy0010pw,0.86
65.0,221.0,cy0010pw,0.88
73.0,220.0,cy0010pw,0.9
76.0,211.0,cy0010pw,0.92
77.0,208.0,cy0010pw,0.94
75.0,203.0,cy0010pw,0.96
65.0,202.0,cy0010pw,0.98
50.0,0.0,cy0010pw,1.0
45.0,0.0,cy0010pw,1.02
43.0,0.0,cy0010pw,1.04
50.0,0.0,cy0010pw,1.06
64.0,0.0,cy0010pw,1.08
69.0,185.0,cy0010pw,1.1
70.0,178.0,cy0010pw,1.12
68.0,0.0,cy0010pw,1.14
62.0,0.0,cy0010pw,1.16
55.0,0.0,cy0010pw,1.18
45.0,0.0,cy0010pw,1.2
43.0,0.0,cy0010pw,1.22
44.0,0.0,cy0010pw,1.24
51.0,0.0,cy0010pw,1.26
51.0,0.0,cy0010pw,1.28
49.0,0.0,cy0010pw,1.3
61.0,0.0,cy0010pw,1.32
63.0,173.0,cy0010pw,1.34
62.0,166.0,cy0010pw,1.36
56.0,164.0,cy0010pw,1.38
52.0,179.0,cy0010pw,1.4
48.0,0.0,cy0010pw,1.42
46.0,0.0,cy0010pw,1.44
56.0,0.0,cy0010pw,1.46
62.0,177.0,cy0010pw,1.48
63.0,174.0,cy0010pw,1.5
63.0,163.0,cy0010pw,1.52
61.0,154.0,cy0010pw,1.54
59.0,0.0,cy0010pw,1.56
55.0,0.0,cy0010pw,1.58
46.0,0.0,cy0010pw,1.6
41.0,0.0,cy0010pw,1.62
40.0,0.0,cy0010pw,1.64
41.0,0.0,cy0010pw,1.66
41.0,0.0,cy0010pw,1.68
41.0,0.0,cy0010pw,1.7
43.0,0.0,cy0010pw,1.72
42.0,0.0,cy0010pw,1.74
43.0,0.0,cy0010pw,1.76
42.0,0.0,cy0010pw,1.78
43.0,0.0,cy0010pw,1.8
43.0,0.0,cy0010pw,1.82
40.0,0.0,cy0010pw,1.84
40.0,0.0,cy0010pw,1.86
41.0,0.0,cy0010pw,1.88
41.0,0.0,cy0010pw,1.9
41.0,0.0,cy0010pw,1.92
42.0,0.0,cy0010pw,1.94
43.0,0.0,cy0010pw,1.96
40.0,0.0,cy0010pw,1.98
39.0,0.0,cy0010pw,2.0
0.0,0.0,cy0010pw,2.02
0.0,0.0,cy0010pw,2.04
0.0,0.0,cy0219pw,0.02
0.0,0.0,cy0219pw,0.04
59.0,0.0,cy0219pw,0.06
58.0,0.0,cy0219pw,0.08
59.0,0.0,cy0219pw,0.1
58.0,0.0,cy0219pw,0.12
58.0,0.0,cy0219pw,0.14
60.0,0.0,cy0219pw,0.16
58.0,0.0,cy0219pw,0.18
60.0,0.0,cy0219pw,0.2
62.0,0.0,cy0219pw,0.22
61.0,0.0,cy0219pw,0.24
60.0,0.0,cy0219pw,0.26
65.0,0.0,cy0219pw,0.28
68.0,0.0,cy0219pw,0.3
65.0,0.0,cy0219pw,0.32
73.0,0.0,cy0219pw,0.34
82.0,205.0,cy0219pw,0.36
83.0,199.0,cy0219pw,0.38
82.0,209.0,cy0219pw,0.4
83.0,215.0,cy0219pw,0.42
83.0,215.0,cy0219pw,0.44
84.0,211.0,cy0219pw,0.46
83.0,198.0,cy0219pw,0.48
82.0,186.0,cy0219pw,0.5
81.0,172.0,cy0219pw,0.52
79.0,172.0,cy0219pw,0.54
76.0,0.0,cy0219pw,0.56
73.0,0.0,cy0219pw,0.58
73.0,90.0,cy0219pw,0.6
71.0,86.0,cy0219pw,0.62
65.0,0.0,cy0219pw,0.64
61.0,0.0,cy0219pw,0.66
60.0,0.0,cy0219pw,0.68
59.0,0.0,cy0219pw,0.7
59.0,0.0,cy0219pw,0.72
58.0,0.0,cy0219pw,0.74
58.0,0.0,cy0219pw,0.76
58.0,0.0,cy0219pw,0.78
58.0,0.0,cy0219pw,0.8
57.0,0.0,cy0219pw,0.82
57.0,0.0,cy0219pw,0.84
58.0,0.0,cy0219pw,0.86
59.0,0.0,cy0219pw,0.88
59.0,0.0,cy0219pw,0.9
58.0,0.0,cy0219pw,0.92
58.0,0.0,cy0219pw,0.94
59.0,0.0,cy0219pw,0.96
0.0,0.0,cy0219pw,0.98
0.0,0.0,cy0219pw,1.0
0.0,0.0,cy0252pw,0.02
0.0,0.0,cy0252pw,0.04
59.0,0.0,cy0252pw,0.06
59.0,0.0,cy0252pw,0.08
59.0,0.0,cy0252pw,0.1
59.0,0.0,cy0252pw,0.12
58.0,0.0,cy0252pw,0.14
57.0,0.0,cy0252pw,0.16
58.0,0.0,cy0252pw,0.18
61.0,0.0,cy0252pw,0.2
59.0,0.0,cy0252pw,0.22
60.0,0.0,cy0252pw,0.24
58.0,0.0,cy0252pw,0.26
57.0,0.0,cy0252pw,0.28
59.0,0.0,cy0252pw,0.3
60.0,0.0,cy0252pw,0.32
58.0,0.0,cy0252pw,0.34
59.0,0.0,cy0252pw,0.36
58.0,0.0,cy0252pw,0.38
59.0,0.0,cy0252pw,0.4
60.0,0.0,cy0252pw,0.42
58.0,0.0,cy0252pw,0.44
57.0,0.0,cy0252pw,0.46
58.0,0.0,cy0252pw,0.48
60.0,0.0,cy0252pw,0.5
58.0,0.0,cy0252pw,0.52
59.0,0.0,cy0252pw,0.54
59.0,0.0,cy0252pw,0.56
67.0,0.0,cy0252pw,0.58
79.0,203.0,cy0252pw,0.6
82.0,189.0,cy0252pw,0.62
83.0,184.0,cy0252pw,0.64
84.0,182.0,cy0252pw,0.66
86.0,179.0,cy0252pw,0.68
86.0,176.0,cy0252pw,0.7
85.0,172.0,cy0252pw,0.72
83.0,170.0,cy0252pw,0.74
82.0,168.0,cy0252pw,0.76
82.0,165.0,cy0252pw,0.78
81.0,165.0,cy0252pw,0.8
81.0,165.0,cy0252pw,0.82
80.0,166.0,cy0252pw,0.84
80.0,166.0,cy0252pw,0.86
80.0,166.0,cy0252pw,0.88
79.0,165.0,cy0252pw,0.9
79.0,165.0,cy0252pw,0.92
79.0,166.0,cy0252pw,0.94
79.0,166.0,cy0252pw,0.96
79.0,165.0,cy0252pw,0.98
79.0,165.0,cy0252pw,1.0
79.0,164.0,cy0252pw,1.02
79.0,164.0,cy0252pw,1.04
79.0,165.0,cy0252pw,1.06
79.0,166.0,cy0252pw,1.08
80.0,169.0,cy0252pw,1.1
81.0,174.0,cy0252pw,1.12
80.0,181.0,cy0252pw,1.14
80.0,189.0,cy0252pw,1.16
78.0,206.0,cy0252pw,1.18
74.0,206.0,cy0252pw,1.2
0.0,107.0,cy0252pw,1.22
0.0,0.0,cy0252pw,1.24
0.0,0.0,cy0278pw,0.02
0.0,0.0,cy0278pw,0.04
54.0,0.0,cy0278pw,0.06
55.0,0.0,cy0278pw,0.08
53.0,0.0,cy0278pw,0.1
53.0,0.0,cy0278pw,0.12
53.0,0.0,cy0278pw,0.14
52.0,0.0,cy0278pw,0.16
52.0,0.0,cy0278pw,0.18
54.0,0.0,cy0278pw,0.2
54.0,0.0,cy0278pw,0.22
53.0,0.0,cy0278pw,0.24
52.0,0.0,cy0278pw,0.26
52.0,0.0,cy0278pw,0.28
51.0,0.0,cy0278pw,0.3
52.0,0.0,cy0278pw,0.32
55.0,0.0,cy0278pw,0.34
53.0,0.0,cy0278pw,0.36
54.0,0.0,cy0278pw,0.38
53.0,0.0,cy0278pw,0.4
54.0,0.0,cy0278pw,0.42
54.0,0.0,cy0278pw,0.44
53.0,0.0,cy0278pw,0.46
52.0,0.0,cy0278pw,0.48
52.0,0.0,cy0278pw,0.5
53.0,0.0,cy0278pw,0.52
55.0,0.0,cy0278pw,0.54
53.0,0.0,cy0278pw,0.56
54.0,0.0,cy0278pw,0.58
55.0,0.0,cy0278pw,0.6
55.0,0.0,cy0278pw,0.62
51.0,0.0,cy0278pw,0.64
52.0,0.0,cy0278pw,0.66
53.0,0.0,cy0278pw,0.68
54.0,0.0,cy0278pw,0.7
57.0,0.0,cy0278pw,0.72
55.0,0.0,cy0278pw,0.74
55.0,0.0,cy0278pw,0.76
54.0,0.0,cy0278pw,0.78
54.0,0.0,cy0278pw,0.8
52.0,0.0,cy0278pw,0.82
54.0,0.0,cy0278pw,0.84
55.0,0.0,cy0278pw,0.86
55.0,0.0,cy0278pw,0.88
52.0,0.0,cy0278pw,0.9
52.0,0.0,cy0278pw,0.92
54.0,0.0,cy0278pw,0.94
54.0,0.0,cy0278pw,0.96
53.0,0.0,cy0278pw,0.98
53.0,0.0,cy0278pw,1.0
51.0,0.0,cy0278pw,1.02
54.0,0.0,cy0278pw,1.04
54.0,0.0,cy0278pw,1.06
53.0,0.0,cy0278pw,1.08
54.0,0.0,cy0278pw,1.1
53.0,0.0,cy0278pw,1.12
53.0,0.0,cy0278pw,1.14
67.0,0.0,cy0278pw,1.16
78.0,201.0,cy0278pw,1.18
81.0,186.0,cy0278pw,1.2
82.0,179.0,cy0278pw,1.22
81.0,165.0,cy0278pw,1.24
80.0,82.0,cy0278pw,1.26
80.0,81.0,cy0278pw,1.28
80.0,85.0,cy0278pw,1.3
78.0,179.0,cy0278pw,1.32
69.0,188.0,cy0278pw,1.34
64.0,0.0,cy0278pw,1.36
73.0,0.0,cy0278pw,1.38
74.0,0.0,cy0278pw,1.4
70.0,0.0,cy0278pw,1.42
69.0,0.0,cy0278pw,1.44
78.0,189.0,cy0278pw,1.46
80.0,169.0,cy0278pw,1.48
80.0,158.0,cy0278pw,1.5
79.0,82.0,cy0278pw,1.52
79.0,81.0,cy0278pw,1.54
80.0,84.0,cy0278pw,1.56
80.0,174.0,cy0278pw,1.58
81.0,184.0,cy0278pw,1.6
78.0,193.0,cy0278pw,1.62
68.0,202.0,cy0278pw,1.64
63.0,0.0,cy0278pw,1.66
77.0,0.0,cy0278pw,1.68
83.0,215.0,cy0278pw,1.7
82.0,204.0,cy0278pw,1.72
83.0,201.0,cy0278pw,1.74
83.0,192.0,cy0278pw,1.76
82.0,184.0,cy0278pw,1.78
81.0,179.0,cy0278pw,1.8
80.0,180.0,cy0278pw,1.82
80.0,180.0,cy0278pw,1.84
79.0,179.0,cy0278pw,1.86
79.0,183.0,cy0278pw,1.88
78.0,187.0,cy0278pw,1.9
75.0,194.0,cy0278pw,1.92
65.0,0.0,cy0278pw,1.94
56.0,0.0,cy0278pw,1.96
54.0,0.0,cy0278pw,1.98
54.0,0.0,cy0278pw,2.0
53.0,0.0,cy0278pw,2.02
54.0,0.0,cy0278pw,2.04
55.0,0.0,cy0278pw,2.06
55.0,0.0,cy0278pw,2.08
52.0,0.0,cy0278pw,2.1
55.0,0.0,cy0278pw,2.12
53.0,0.0,cy0278pw,2.14
53.0,0.0,cy0278pw,2.16
53.0,0.0,cy0278pw,2.18
54.0,0.0,cy0278pw,2.2
0.0,0.0,cy0278pw,2.22
0.0,0.0,cy0278pw,2.24
0.0,0.0,li1407at,0.02
40.0,0.0,li1407at,0.04
40.0,0.0,li1407at,0.06
40.0,0.0,li1407at,0.08
41.0,0.0,li1407at,0.1
40.0,0.0,li1407at,0.12
39.0,0.0,li1407at,0.14
39.0,0.0,li1407at,0.16
39.0,0.0,li1407at,0.18
39.0,0.0,li1407at,0.2
38.0,0.0,li1407at,0.22
39.0,0.0,li1407at,0.24
39.0,0.0,li1407at,0.26
39.0,0.0,li1407at,0.28
39.0,0.0,li1407at,0.3
40.0,0.0,li1407at,0.32
39.0,0.0,li1407at,0.34
40.0,0.0,li1407at,0.36
41.0,0.0,li1407at,0.38
42.0,0.0,li1407at,0.4
41.0,0.0,li1407at,0.42
41.0,0.0,li1407at,0.44
41.0,0.0,li1407at,0.46
41.0,0.0,li1407at,0.48
41.0,0.0,li1407at,0.5
40.0,0.0,li1407at,0.52
39.0,0.0,li1407at,0.54
39.0,0.0,li1407at,0.56
40.0,0.0,li1407at,0.58
40.0,0.0,li1407at,0.6
40.0,0.0,li1407at,0.62
41.0,0.0,li1407at,0.64
40.0,0.0,li1407at,0.66
38.0,0.0,li1407at,0.68
39.0,0.0,li1407at,0.7
40.0,0.0,li1407at,0.72
39.0,0.0,li1407at,0.74
38.0,0.0,li1407at,0.76
40.0,0.0,li1407at,0.78
39.0,0.0,li1407at,0.8
39.0,0.0,li1407at,0.82
41.0,0.0,li1407at,0.84
41.0,0.0,li1407at,0.86
54.0,0.0,li1407at,0.88
61.0,446.0,li1407at,0.9
75.0,396.0,li1407at,0.92
81.0,404.0,li1407at,0.94
82.0,446.0,li1407at,0.96
82.0,473.0,li1407at,0.98
77.0,482.0,li1407at,1.0
60.0,479.0,li1407at,1.02
50.0,0.0,li1407at,1.04
46.0,0.0,li1407at,1.06
63.0,412.0,li1407at,1.08
71.0,388.0,li1407at,1.1
70.0,358.0,li1407at,1.12
69.0,332.0,li1407at,1.14
73.0,289.0,li1407at,1.16
75.0,247.0,li1407at,1.18
75.0,221.0,li1407at,1.2
72.0,213.0,li1407at,1.22
68.0,218.0,li1407at,1.24
63.0,210.0,li1407at,1.26
60.0,210.0,li1407at,1.28
51.0,0.0,li1407at,1.3
42.0,0.0,li1407at,1.32
41.0,0.0,li1407at,1.34
38.0,0.0,li1407at,1.36
38.0,0.0,li1407at,1.38
41.0,0.0,li1407at,1.4
45.0,0.0,li1407at,1.42
58.0,281.0,li1407at,1.44
62.0,293.0,li1407at,1.46
68.0,325.0,li1407at,1.48
72.0,364.0,li1407at,1.5
77.0,432.0,li1407at,1.52
79.0,479.0,li1407at,1.54
76.0,512.0,li1407at,1.56
75.0,408.0,li1407at,1.58
76.0,303.0,li1407at,1.6
73.0,527.0,li1407at,1.62
71.0,416.0,li1407at,1.64
68.0,320.0,li1407at,1.66
57.0,0.0,li1407at,1.68
44.0,0.0,li1407at,1.7
40.0,0.0,li1407at,1.72
40.0,0.0,li1407at,1.74
52.0,0.0,li1407at,1.76
60.0,0.0,li1407at,1.78
54.0,0.0,li1407at,1.8
48.0,0.0,li1407at,1.82
46.0,0.0,li1407at,1.84
42.0,0.0,li1407at,1.86
40.0,0.0,li1407at,1.88
40.0,0.0,li1407at,1.9
40.0,0.0,li1407at,1.92
40.0,0.0,li1407at,1.94
41.0,0.0,li1407at,1.96
41.0,0.0,li1407at,1.98
40.0,0.0,li1407at,2.0
0.0,0.0,li1407at,2.02
0.0,0.0,li1407at,2.04
0.0,0.0,cy0233at,0.02
0.0,0.0,cy0233at,0.04
55.0,0.0,cy0233at,0.06
54.0,0.0,cy0233at,0.08
53.0,0.0,cy0233at,0.1
54.0,0.0,cy0233at,0.12
55.0,0.0,cy0233at,0.14
54.0,0.0,cy0233at,0.16
52.0,0.0,cy0233at,0.18
53.0,0.0,cy0233at,0.2
54.0,0.0,cy0233at,0.22
55.0,0.0,cy0233at,0.24
52.0,0.0,cy0233at,0.26
53.0,0.0,cy0233at,0.28
54.0,0.0,cy0233at,0.3
55.0,0.0,cy0233at,0.32
55.0,0.0,cy0233at,0.34
53.0,0.0,cy0233at,0.36
53.0,0.0,cy0233at,0.38
52.0,0.0,cy0233at,0.4
54.0,0.0,cy0233at,0.42
53.0,0.0,cy0233at,0.44
55.0,0.0,cy0233at,0.46
70.0,0.0,cy0233at,0.48
83.0,277.0,cy0233at,0.5
86.0,294.0,cy0233at,0.52
79.0,310.0,cy0233at,0.54
64.0,287.0,cy0233at,0.56
67.0,0.0,cy0233at,0.58
72.0,0.0,cy0233at,0.6
73.0,0.0,cy0233at,0.62
83.0,322.0,cy0233at,0.64
83.0,281.0,cy0233at,0.66
75.0,246.0,cy0233at,0.68
61.0,302.0,cy0233at,0.7
59.0,276.0,cy0233at,0.72
65.0,0.0,cy0233at,0.74
77.0,0.0,cy0233at,0.76
84.0,192.0,cy0233at,0.78
83.0,186.0,cy0233at,0.8
77.0,175.0,cy0233at,0.82
70.0,0.0,cy0233at,0.84
64.0,0.0,cy0233at,0.86
59.0,0.0,cy0233at,0.88
56.0,0.0,cy0233at,0.9
53.0,0.0,cy0233at,0.92
56.0,0.0,cy0233at,0.94
66.0,0.0,cy0233at,0.96
82.0,299.0,cy0233at,0.98
88.0,293.0,cy0233at,1.0
88.0,294.0,cy0233at,1.02
86.0,289.0,cy0233at,1.04
87.0,280.0,cy0233at,1.06
88.0,273.0,cy0233at,1.08
91.0,270.0,cy0233at,1.1
93.0,0.0,cy0233at,1.12
92.0,0.0,cy0233at,1.14
90.0,0.0,cy0233at,1.16
84.0,0.0,cy0233at,1.18
76.0,0.0,cy0233at,1.2
73.0,0.0,cy0233at,1.22
66.0,0.0,cy0233at,1.24
64.0,0.0,cy0233at,1.26
67.0,0.0,cy0233at,1.28
81.0,0.0,cy0233at,1.3
89.0,207.0,cy0233at,1.32
90.0,218.0,cy0233at,1.34
91.0,238.0,cy0233at,1.36
90.0,275.0,cy0233at,1.38
87.0,300.0,cy0233at,1.4
86.0,323.0,cy0233at,1.42
84.0,327.0,cy0233at,1.44
82.0,330.0,cy0233at,1.46
81.0,330.0,cy0233at,1.48
78.0,0.0,cy0233at,1.5
79.0,0.0,cy0233at,1.52
81.0,0.0,cy0233at,1.54
80.0,0.0,cy0233at,1.56
76.0,544.0,cy0233at,1.58
75.0,545.0,cy0233at,1.6
74.0,526.0,cy0233at,1.62
73.0,568.0,cy0233at,1.64
73.0,0.0,cy0233at,1.66
65.0,0.0,cy0233at,1.68
69.0,0.0,cy0233at,1.7
66.0,507.0,cy0233at,1.72
67.0,524.0,cy0233at,1.74
69.0,493.0,cy0233at,1.76
76.0,0.0,cy0233at,1.78
78.0,0.0,cy0233at,1.8
69.0,0.0,cy0233at,1.82
68.0,0.0,cy0233at,1.84
69.0,0.0,cy0233at,1.86
69.0,451.0,cy0233at,1.88
72.0,0.0,cy0233at,1.9
71.0,0.0,cy0233at,1.92
70.0,0.0,cy0233at,1.94
70.0,0.0,cy0233at,1.96
0.0,0.0,cy0233at,1.98
0.0,0.0,cy0233at,2.0
0.0,0.0,li0492ap,0.02
48.0,0.0,li0492ap,0.04
46.0,0.0,li0492ap,0.06
41.0,0.0,li0492ap,0.08
40.0,0.0,li0492ap,0.1
40.0,0.0,li0492ap,0.12
40.0,0.0,li0492ap,0.14
41.0,0.0,li0492ap,0.16
41.0,0.0,li0492ap,0.18
40.0,0.0,li0492ap,0.2
37.0,0.0,li0492ap,0.22
39.0,0.0,li0492ap,0.24
41.0,0.0,li0492ap,0.26
41.0,0.0,li0492ap,0.28
42.0,0.0,li0492ap,0.3
41.0,0.0,li0492ap,0.32
42.0,0.0,li0492ap,0.34
41.0,0.0,li0492ap,0.36
41.0,0.0,li0492ap,0.38
46.0,0.0,li0492ap,0.4
49.0,0.0,li0492ap,0.42
49.0,0.0,li0492ap,0.44
44.0,0.0,li0492ap,0.46
43.0,0.0,li0492ap,0.48
40.0,0.0,li0492ap,0.5
39.0,0.0,li0492ap,0.52
40.0,0.0,li0492ap,0.54
43.0,0.0,li0492ap,0.56
42.0,0.0,li0492ap,0.58
42.0,0.0,li0492ap,0.6
56.0,0.0,li0492ap,0.62
63.0,0.0,li0492ap,0.64
59.0,0.0,li0492ap,0.66
54.0,0.0,li0492ap,0.68
48.0,0.0,li0492ap,0.7
43.0,0.0,li0492ap,0.72
43.0,0.0,li0492ap,0.74
41.0,0.0,li0492ap,0.76
39.0,0.0,li0492ap,0.78
39.0,0.0,li0492ap,0.8
38.0,0.0,li0492ap,0.82
38.0,0.0,li0492ap,0.84
38.0,0.0,li0492ap,0.86
39.0,0.0,li0492ap,0.88
38.0,0.0,li0492ap,0.9
46.0,0.0,li0492ap,0.92
58.0,0.0,li0492ap,0.94
69.0,306.0,li0492ap,0.96
75.0,314.0,li0492ap,0.98
77.0,332.0,li0492ap,1.0
76.0,358.0,li0492ap,1.02
75.0,391.0,li0492ap,1.04
74.0,422.0,li0492ap,1.06
75.0,440.0,li0492ap,1.08
77.0,443.0,li0492ap,1.1
78.0,444.0,li0492ap,1.12
79.0,442.0,li0492ap,1.14
80.0,430.0,li0492ap,1.16
79.0,402.0,li0492ap,1.18
77.0,361.0,li0492ap,1.2
72.0,295.0,li0492ap,1.22
68.0,249.0,li0492ap,1.24
65.0,224.0,li0492ap,1.26
58.0,218.0,li0492ap,1.28
50.0,0.0,li0492ap,1.3
58.0,0.0,li0492ap,1.32
71.0,243.0,li0492ap,1.34
79.0,243.0,li0492ap,1.36
79.0,236.0,li0492ap,1.38
78.0,234.0,li0492ap,1.4
79.0,235.0,li0492ap,1.42
79.0,239.0,li0492ap,1.44
78.0,244.0,li0492ap,1.46
78.0,247.0,li0492ap,1.48
77.0,253.0,li0492ap,1.5
75.0,261.0,li0492ap,1.52
73.0,275.0,li0492ap,1.54
73.0,294.0,li0492ap,1.56
75.0,317.0,li0492ap,1.58
75.0,341.0,li0492ap,1.6
74.0,369.0,li0492ap,1.62
70.0,396.0,li0492ap,1.64
64.0,434.0,li0492ap,1.66
61.0,471.0,li0492ap,1.68
62.0,487.0,li0492ap,1.7
63.0,491.0,li0492ap,1.72
62.0,487.0,li0492ap,1.74
60.0,466.0,li0492ap,1.76
52.0,0.0,li0492ap,1.78
44.0,0.0,li0492ap,1.8
43.0,0.0,li0492ap,1.82
42.0,0.0,li0492ap,1.84
41.0,0.0,li0492ap,1.86
42.0,0.0,li0492ap,1.88
42.0,0.0,li0492ap,1.9
41.0,0.0,li0492ap,1.92
40.0,0.0,li0492ap,1.94
40.0,0.0,li0492ap,1.96
39.0,0.0,li0492ap,1.98
39.0,0.0,li0492ap,2.0
0.0,0.0,li0492ap,2.02
0.0,0.0,li0492ap,2.04
0.0,0.0,li1413at,0.02
0.0,0.0,li1413at,0.04
43.0,0.0,li1413at,0.06
43.0,0.0,li1413at,0.08
46.0,0.0,li1413at,0.1
42.0,0.0,li1413at,0.12
39.0,0.0,li1413at,0.14
41.0,0.0,li1413at,0.16
42.0,0.0,li1413at,0.18
42.0,0.0,li1413at,0.2
41.0,0.0,li1413at,0.22
43.0,0.0,li1413at,0.24
41.0,0.0,li1413at,0.26
49.0,0.0,li1413at,0.28
49.0,0.0,li1413at,0.3
48.0,0.0,li1413at,0.32
44.0,0.0,li1413at,0.34
41.0,0.0,li1413at,0.36
44.0,0.0,li1413at,0.38
42.0,0.0,li1413at,0.4
42.0,0.0,li1413at,0.42
42.0,0.0,li1413at,0.44
48.0,0.0,li1413at,0.46
51.0,0.0,li1413at,0.48
56.0,0.0,li1413at,0.5
52.0,0.0,li1413at,0.52
42.0,0.0,li1413at,0.54
40.0,0.0,li1413at,0.56
41.0,0.0,li1413at,0.58
